modelo,ano,preco,mileage
i3,2018,46087,131170
i3,2016,79379,105234
i3,2023,37863,43589
i3,2011,32945,10597
i3,2022,71492,27938
i3,2017,48510,108177
i3,2012,44758,10301
i3,2017,68450,148912
i3,2022,59124,149900
i3,2014,72066,118719
i3,2014,65689,129327
i3,2019,78618,122737
i3,2017,34689,119839
i3,2021,63891,136953
i3,2011,61365,85625
i3,2022,65742,141459
i3,2011,32560,96918
i3,2017,77038,53697
i3,2013,35286,137287
i3,2015,60560,41782
i3,2014,44499,59689
i3,2013,60452,17372
i3,2021,36063,133751
i3,2017,38986,115246
i3,2018,38561,34813
i3,2015,64137,8824
i3,2016,68802,53606
i3,2022,79769,28677
i3,2017,48462,112529
i3,2011,56719,73101
i3,2016,54654,48256
i3,2018,60226,121269
i3,2023,57800,118810
i3,2018,69394,51723
i3,2020,32847,77412
i3,2010,69586,26758
i3,2017,46146,91011
i3,2016,47558,15639
i3,2023,78169,122161
i3,2011,73521,42451
i3,2015,52658,15297
i3,2012,58060,63940
i3,2012,59632,115971
i3,2023,79413,21329
i3,2018,49440,52122
i3,2019,39422,37207
i3,2016,63555,105262
i3,2021,60642,138304
i3,2011,53361,88881
i3,2014,43913,10762
i3,2018,47644,143680
i3,2014,60227,33640
i3,2017,43824,114302
i3,2019,56299,123031
i3,2020,48300,29400
i3,2010,59810,83129
i3,2017,37847,115755
i3,2023,70563,35526
i3,2017,55635,87047
i3,2023,32432,61931
i3,2020,70010,121836
i3,2023,32898,130563
i3,2017,45323,88278
i3,2021,72559,123663
i3,2015,51021,128473
i3,2011,52441,35496
i3,2013,74590,141442
i3,2010,59750,59090
i3,2016,48207,11905
i3,2013,74292,92723
i3,2012,30317,100481
i3,2011,46285,11897
i3,2018,52764,120688
i3,2019,68281,122301
i3,2023,36981,61794
i3,2021,42703,36347
i3,2014,77400,121564
i3,2017,54235,125499
i3,2016,78638,24051
i3,2020,31679,22693
i3,2021,32824,140639
i3,2013,52012,128237
i3,2011,51765,44103
i3,2018,60530,109463
i3,2019,55295,83736
i3,2021,73801,14472
i3,2016,62264,79427
i3,2019,51896,70343
i3,2012,57632,106022
i3,2019,60687,79420
i3,2012,46870,115440
i3,2020,44821,65092
i3,2023,44814,112367
i3,2014,62139,129417
i3,2018,48842,106391
i3,2010,65994,76288
i3,2011,75963,105650
i3,2022,62038,101983
i3,2013,56281,53827
i3,2023,74687,118788
i3,2010,75532,44390
i3,2013,45742,17629
i3,2019,65712,99037
i3,2016,46572,91579
i3,2017,51975,121295
i3,2010,66390,115715
i3,2011,57428,34952
i3,2022,44779,78024
i3,2016,36899,141116
i3,2014,34693,145528
i3,2022,77500,110339
i3,2014,42610,128707
i3,2020,72762,37165
i3,2014,46405,81298
i3,2022,50313,100920
i3,2015,32856,103207
i3,2022,76655,48579
i3,2012,32756,11242
i3,2013,48868,75499
i3,2020,71247,103667
i3,2012,47424,48493
i3,2016,61736,81588
i3,2023,79540,48134
i3,2011,76594,16938
i3,2016,43627,124562
i3,2022,65333,26321
i3,2013,38026,8628
i3,2019,72045,91764
i3,2016,53969,57666
i3,2015,46525,29312
i3,2017,69070,103811
i3,2023,47852,39145
i3,2018,58599,71750
i3,2010,53737,79200
i3,2019,59433,138611
i3,2016,52893,84114
i3,2023,34665,85050
i3,2011,30036,8617
i3,2017,61217,72607
i3,2019,52080,119078
i3,2017,39385,105669
i3,2020,42649,69695
i3,2015,61251,81037
i3,2020,51414,31225
i3,2017,36346,63505
i3,2015,58771,71744
i3,2015,56934,33256
i3,2022,37950,145503
i3,2014,57478,18781
i3,2022,31771,106489
i3,2014,64300,138417
i3,2013,34028,133165
i3,2015,58415,68628
i3,2010,64863,62619
i3,2021,78987,144596
i3,2022,62658,105903
i3,2022,56916,19927
i3,2012,73969,139134
i3,2019,78235,146202
i3,2011,58738,105358
i3,2011,47431,128779
i3,2018,32768,100680
i3,2016,34629,47511
i3,2013,49366,57351
i3,2012,42926,97681
i3,2011,76906,38640
i3,2022,63397,141016
i3,2018,76093,95946
i3,2013,43162,48694
i3,2023,75053,83426
i3,2020,76744,58962
i3,2012,59950,48363
i3,2016,31409,107357
i3,2014,31106,100030
i3,2011,41545,91439
i3,2018,69252,126497
i3,2011,63972,96170
i3,2017,53672,147131
i3,2018,50227,100815
i3,2017,42584,110258
i3,2019,36314,134736
i3,2010,70292,122400
i3,2011,39753,12896
i3,2022,55799,19121
i3,2018,61607,100615
i3,2018,64033,52419
i3,2020,36096,24179
i3,2020,37282,126406
i3,2017,47773,122866
i3,2021,41419,82639
i3,2023,48298,80202
i3,2014,34385,63465
i3,2021,62904,29674
i3,2019,69156,46721
i3,2019,52129,124114
i3,2011,68979,65699
i3,2014,30647,56979
i3,2010,33806,32534
i3,2017,62008,135279
i3,2023,64471,60339
i3,2019,65136,34821
i3,2010,62095,92796
i3,2015,36763,112640
i3,2018,59724,18525
i3,2013,70295,49359
i3,2011,56097,90845
i3,2020,57382,115133
i3,2011,45219,39435
i3,2018,39044,65594
i3,2023,71167,112756
i3,2018,74644,125734
i3,2010,55322,59739
i3,2015,35900,131966
i3,2020,36834,22823
i3,2016,66778,77935
i3,2012,40732,130092
i3,2015,31599,124968
i3,2011,55183,104798
i3,2022,43807,41293
i3,2016,34858,14406
i3,2010,76787,27078
i3,2019,59131,64005
i3,2017,48294,134500
i3,2019,65398,42354
i3,2021,47949,115017
i3,2023,45761,82574
i3,2023,79309,36756
i3,2011,39765,63581
i3,2017,57980,114414
i3,2023,73218,33426
i3,2013,73542,20885
i3,2014,53199,59342
i3,2019,74652,55123
i3,2011,43638,109042
i3,2014,46449,130360
i3,2022,33920,126357
i3,2017,79246,100464
i3,2017,72184,10702
i3,2015,66899,132546
i3,2018,55875,63072
i3,2017,48690,112204
i3,2017,58395,93463
i3,2021,44071,22508
i3,2010,77528,8146
i3,2011,61578,36693
i3,2022,44483,70761
i3,2018,34487,36591
i3,2013,55002,67588
i3,2017,54437,131553
i3,2018,32221,123388
i3,2015,33774,87484
i3,2020,73957,32336
i3,2018,75722,134763
i3,2015,69038,127605
i3,2019,76094,58572
i3,2015,64165,100972
i3,2011,71554,29484
i3,2017,35895,28670
i3,2012,49000,78592
i3,2017,50073,146094
i3,2014,44363,40557
i3,2011,59810,116522
i3,2013,59115,61279
i3,2014,76883,63235
i3,2017,58494,87609
i3,2012,74436,32263
i3,2011,49144,20649
i3,2017,49612,119477
i3,2011,45625,35013
i3,2012,43472,33964
i3,2016,57434,101139
i3,2016,32734,131627
i3,2017,74939,99777
i3,2010,70646,37847
i3,2014,79410,124050
i3,2010,63308,102565
i3,2019,76990,65374
i3,2016,30250,98788
i3,2013,62989,119572
i3,2016,76849,44038
i3,2011,78674,71103
i3,2020,69809,21584
i3,2021,68127,62685
i3,2015,72515,102977
i3,2017,65297,144930
i3,2015,38206,101200
i3,2020,76162,59015
i3,2016,48858,135055
i3,2010,32962,64728
i3,2015,49660,130615
i3,2022,72730,110787
i3,2010,62679,139669
i3,2020,72860,58148
i3,2019,46171,66457
i3,2012,37287,117323
i3,2014,49071,125017
i3,2020,38758,23932
i3,2016,37964,14735
i3,2018,32721,126931
i3,2023,56485,82671
i3,2013,63983,115596
i3,2020,34899,144787
i3,2012,57328,36735
i3,2010,35557,63665
i3,2022,50181,100652
i3,2013,57497,21282
i3,2014,41275,46564
i3,2017,56442,55107
i3,2023,55101,18671
i3,2011,49797,30333
i3,2022,66805,103507
i3,2017,74273,114618
i3,2017,35538,13575
i3,2021,51225,50468
i3,2013,60101,6243
i3,2020,62852,68295
i3,2022,71186,72123
i3,2023,45821,44293
i3,2014,58701,124187
i3,2014,61565,50187
i3,2012,54079,47620
i3,2021,55539,41107
i3,2018,56091,6156
i3,2016,30260,44013
i3,2016,49424,133910
i3,2015,63462,78879
i3,2015,53739,148956
i3,2012,63538,121162
i3,2011,51480,138596
i3,2012,49112,96402
i3,2021,76751,86290
i3,2022,37555,127219
i3,2015,75113,67111
i3,2022,45568,41157
i3,2012,41115,26691
i3,2021,78510,17626
i3,2018,57619,66786
i3,2022,38781,134502
i3,2015,77029,119913
i3,2014,49990,96610
i3,2017,40970,130292
i3,2019,58104,22823
i3,2017,35553,51722
i3,2018,74651,91262
i3,2015,40406,72680
i3,2013,71036,146973
i3,2011,46027,30498
i3,2015,41626,122785
i3,2023,61292,26362
i3,2014,73921,132017
i3,2021,62773,78212
i3,2013,31428,65446
i3,2018,65152,21826
i3,2022,71786,134810
i3,2012,53660,65778
i3,2013,49782,78728
i3,2018,65207,10783
i3,2018,62702,75565
i3,2013,63335,46219
i3,2011,30661,72049
i3,2022,40210,143234
i3,2023,39851,140186
i3,2013,71126,96123
i3,2019,47650,105098
i3,2014,40130,126880
i3,2017,60413,37909
i3,2012,69727,142633
i3,2013,77505,132347
i3,2014,37120,23531
i3,2021,68759,95276
i3,2023,52621,71738
i3,2018,38335,38891
i3,2016,78401,98045
i3,2020,49721,19029
i3,2015,79539,34537
i3,2018,78192,105510
i3,2022,73513,68124
i3,2018,73090,146107
i3,2019,39875,97450
i3,2016,71711,51852
i3,2011,54735,83681
i3,2023,68796,122183
i3,2023,60635,134343
i3,2011,72948,141958
i3,2015,74274,49496
i3,2013,75259,107766
i3,2019,50845,44510
i3,2018,56855,39590
i3,2016,36126,111333
i3,2021,32714,118736
i3,2018,74039,71231
i3,2016,42519,8140
i3,2020,68193,127579
i3,2020,61479,27865
i3,2020,44976,21063
i3,2023,72017,98297
i3,2012,78154,72444
i3,2022,36640,28796
i3,2013,38681,33896
i3,2010,31578,137343
i3,2013,75675,104837
i3,2022,38565,98118
i3,2013,66605,49587
i3,2015,55440,118741
i3,2014,48818,38967
i3,2019,52827,31923
i3,2011,75213,119301
i3,2013,52112,35669
i3,2022,41459,108915
i3,2020,72768,145694
i3,2019,66038,60182
i3,2020,30576,143296
i3,2011,33298,88738
i3,2022,51437,15427
i3,2016,30216,78268
i3,2021,46059,20276
i3,2010,79379,10411
i3,2012,42404,32366
i3,2023,59944,137394
i3,2022,35580,124236
i3,2017,46161,99274
i3,2012,58063,52018
i3,2014,40272,100183
i3,2021,55627,36175
i3,2021,61595,29227
i3,2014,45302,117931
i3,2017,59077,92865
i3,2022,61125,106208
i3,2018,52626,17247
i3,2019,68604,126100
i3,2021,36264,107131
i3,2020,56945,54986
i3,2015,60901,121329
i3,2021,50180,90544
i3,2011,41514,58473
i3,2013,71267,64500
i3,2015,46705,105790
i3,2018,32173,146291
i3,2016,57311,91922
i3,2015,48853,69551
i3,2020,68945,11347
i3,2017,65682,103910
i3,2013,63009,45741
i3,2023,77637,16979
i3,2010,79890,12218
i3,2015,63677,49590
i3,2011,64954,68844
i3,2019,46453,85674
i3,2021,56163,75973
i3,2016,50376,130088
i3,2018,53104,65299
i3,2017,56388,72478
i3,2017,40545,84950
i3,2011,66027,124420
i3,2019,39443,87279
i3,2013,73140,15255
i3,2020,71757,106409
i3,2020,54692,64573
i3,2020,77691,50875
i3,2020,67236,85755
i3,2013,65761,74440
i3,2015,79713,46565
i3,2021,42483,57014
i3,2019,76226,42907
i3,2012,58802,35392
i3,2015,63714,128952
i3,2011,50181,124253
i3,2010,64033,26402
i3,2023,76153,54554
i3,2018,65724,82741
i3,2021,78976,124456
i3,2016,57348,43244
i3,2021,45114,129873
i3,2015,42694,53561
i3,2023,34244,124570
i3,2015,72038,10416
i3,2021,68535,126903
i3,2020,38391,16626
i3,2019,45267,33191
i3,2018,70205,23801
i3,2023,39434,35853
i3,2020,50852,8999
i3,2019,32175,41465
i3,2017,44470,110765
i3,2021,54254,65385
i3,2016,75141,26495
i3,2022,77050,10797
i3,2011,73808,34457
i3,2016,33997,78980
i3,2016,50907,73074
i3,2013,44059,126086
i3,2015,50581,43585
i3,2023,64890,104163
i3,2011,64406,140373
i3,2013,59592,28301
i3,2011,44790,93873
i3,2021,43569,65523
i3,2016,33855,43336
i3,2011,55646,15170
i3,2019,77317,12387
i3,2023,38459,33551
i3,2016,40702,29209
i3,2020,52124,128071
i3,2012,37149,79870
i3,2014,52627,107955
i3,2019,51221,115354
i3,2012,48857,147248
i3,2018,73719,133723
i3,2016,76384,60514
i3,2019,76855,145544
i3,2013,43492,55099
i3,2015,38397,108380
i3,2013,44145,125353
i3,2021,74841,82792
i3,2015,36151,44049
i3,2015,39768,21052
i3,2020,39855,130148
i3,2022,38159,9253
i3,2014,53780,40784
i3,2016,36872,15894
i3,2011,67083,144926
i3,2016,69766,118809
i3,2012,69334,71911
i3,2019,49136,133096
i3,2021,43387,5582
i3,2020,31167,119398
i3,2020,56433,86315
i3,2018,41275,103292
i3,2021,35082,83864
i3,2018,77899,130727
i3,2014,62256,114828
i3,2016,58844,132597
i3,2020,45138,26861
i3,2014,73008,66404
i3,2017,31864,83159
i3,2018,56658,95697
i3,2016,60222,129147
i3,2021,36672,140867
i3,2020,74807,19780
i3,2019,35012,30587
i3,2017,37547,62398
i3,2017,30205,61540
i3,2012,33735,24343
i3,2019,74853,73335
i3,2011,49439,74717
i3,2017,61078,136844
i3,2010,65561,72348
i3,2015,44213,82031
i3,2018,37585,70438
i3,2014,31205,19222
i3,2012,52560,69253
i3,2015,77954,81162
i3,2023,59408,93553
i3,2022,52878,76039
i3,2018,35211,120011
i3,2021,56742,140732
i3,2015,60685,119941
i3,2015,33083,29718
i3,2017,69345,42185
i3,2014,36035,72708
i3,2018,47896,103806
i3,2022,53533,107442
i3,2010,52911,88440
i3,2011,41080,65023
i3,2021,58260,60288
i3,2021,52166,146048
i3,2013,75438,73856
i3,2015,45044,69794
i3,2017,59399,64463
i3,2011,79215,82629
i3,2020,79293,93677
i3,2023,47850,113529
i3,2011,44002,147870
i3,2018,43141,26654
i3,2013,47592,88738
i3,2019,79646,119519
i3,2018,50895,81225
i3,2021,75491,87648
i3,2010,43336,139419
i3,2013,46129,79865
i3,2023,50679,37236
i3,2021,42250,78353
i3,2022,34141,6736
i3,2016,56339,105801
i3,2017,77795,29050
i3,2018,32651,53147
i3,2011,71447,102512
i3,2012,78106,48810
i3,2023,42152,74880
i3,2020,45093,105200
i3,2023,37000,109742
i3,2015,78180,124539
i3,2017,72302,11864
i3,2010,33786,91103
i3,2011,38795,118351
i3,2021,70918,6670
i3,2017,79405,64636
i3,2018,74525,48400
i3,2018,75133,14324
i3,2023,60951,14439
i3,2019,76439,8699
i3,2016,71290,39135
i3,2019,33975,113157
i3,2022,48831,139289
i3,2014,74747,86017
i3,2012,73255,25418
i3,2018,35921,70598
i3,2019,51172,59560
i3,2015,35704,5618
i3,2011,69413,51151
i3,2013,36647,71884
i3,2014,79745,138075
i3,2018,42332,55266
i3,2017,77114,75290
i3,2017,38784,8824
i3,2020,70811,11994
i3,2023,50830,135723
i3,2021,55540,123367
i3,2020,53012,45468
i3,2020,43779,18152
i3,2010,74268,24756
i3,2021,51383,112367
i3,2010,74010,93448
i3,2021,35710,11861
i3,2016,55383,86197
i3,2014,75913,109531
i3,2011,40801,132462
i3,2018,52350,133853
i3,2010,64043,70586
i3,2017,70060,88916
i3,2022,42003,37678
i3,2011,55119,76883
i3,2022,69364,140288
i3,2014,62005,86773
i3,2011,65005,8226
i3,2013,60648,17287
i3,2016,77360,96323
i3,2013,77090,44543
i3,2022,70851,30229
i3,2014,54163,93873
i3,2018,43374,39546
i3,2010,35794,73042
i3,2017,50150,15764
i3,2012,69774,108092
i3,2019,63347,83913
i3,2022,33892,139907
i3,2015,67746,58419
i3,2018,48704,70786
i3,2015,45385,118450
i3,2023,66948,16038
i3,2020,71600,38446
i3,2014,67588,72623
i3,2014,77446,104709
i3,2013,69558,36076
i3,2019,52233,71057
i3,2018,76287,40675
i3,2019,49157,97157
i3,2015,34701,77272
i3,2011,49235,93378
i3,2011,57228,76411
i3,2021,75157,46898
i3,2019,65841,8033
i3,2018,68304,16051
i3,2014,37855,45106
i3,2016,37990,18557
i3,2012,76898,95728
i3,2019,31430,60845
i3,2019,59031,75453
i3,2017,30372,116677
i3,2016,47850,67255
i3,2020,77087,84504
i3,2012,73137,108874
i3,2023,63568,62067
i3,2019,42700,93738
i3,2016,47105,20964
i3,2021,59233,140083
i3,2022,33556,47582
i3,2022,49789,48292
i3,2011,75283,71542
i3,2021,39066,81039
i3,2015,38942,51149
i3,2010,36430,132524
i3,2013,69713,117495
i3,2013,79183,146610
i3,2015,33869,127523
i3,2011,34107,51935
i3,2023,55496,120558
i3,2015,60129,22262
i3,2016,33395,34428
i3,2017,58928,14905
i3,2017,72321,83966
i3,2014,67370,123371
i3,2017,61913,122216
i3,2016,40885,60836
i3,2019,64293,24730
i3,2011,65051,31714
i3,2018,78618,55271
i3,2018,70954,145874
i3,2015,63824,141090
i3,2016,34015,90930
i3,2012,74368,14305
i3,2023,51443,130502
i3,2023,51815,132466
i3,2021,46172,122378
i3,2013,63662,37192
i3,2017,74895,46778
i3,2022,34576,81279
i3,2012,39082,86752
i3,2017,67015,53270
i3,2018,67073,105505
i3,2021,46215,10520
i3,2019,36240,48686
i3,2014,75886,74963
i3,2020,57927,109166
i3,2013,37759,86325
i3,2018,35709,136195
i3,2016,36840,51280
i3,2023,40216,98346
i3,2017,47979,12143
i3,2013,77461,47999
i3,2012,63081,41399
i3,2010,34327,39547
i3,2011,64412,60805
i3,2011,75506,145115
i3,2023,40835,103647
i3,2016,54452,49616
i3,2018,66573,142038
i3,2012,65897,106560
i3,2010,54781,35654
i3,2020,56937,109214
i3,2012,62699,41469
i3,2018,66652,106135
i3,2010,64983,51874
i3,2017,76617,23584
i3,2018,76387,141607
i3,2022,49037,124747
i3,2018,45977,46038
i3,2019,46834,59876
i3,2020,46442,79460
i3,2014,63950,7598
i3,2019,42523,41872
i3,2022,78857,34721
i3,2013,38432,139279
i3,2012,48059,87697
i3,2018,64319,149892
i3,2010,46571,129706
i3,2020,49501,113252
i3,2019,60137,74452
i3,2015,57146,44439
i3,2018,72122,114214
i3,2022,36800,25800
i3,2012,50943,28488
i3,2022,54623,52662
i3,2011,65386,98546
i3,2020,39128,94600
i3,2015,30572,137191
i3,2017,78670,147404
i3,2012,37928,28214
i3,2010,44429,5119
i3,2010,52149,56730
i3,2015,39296,42627
i3,2019,56565,76670
i3,2017,31381,59843
i3,2022,65924,115577
i3,2023,79066,56617
i3,2011,52598,67327
i3,2023,38762,80818
i3,2016,34445,66989
i3,2013,34699,51377
i3,2014,37427,72334
i3,2016,50852,101753
i3,2020,42689,104592
i3,2011,74671,74838
i3,2021,41001,36354
i3,2023,66982,20514
i3,2021,32798,70243
i3,2015,56709,133192
i3,2015,69678,136295
i3,2013,56525,48539
i3,2023,39881,111781
i3,2010,66984,100614
i3,2019,33421,100514
i3,2013,66116,43026
i3,2023,39053,105494
i3,2017,57921,103714
i3,2018,31805,136599
i3,2015,35800,22798
i3,2022,32503,132748
i3,2021,42417,60479
i3,2019,30002,91281
i3,2014,46429,32661
i3,2019,50140,86743
i3,2023,67479,5429
i3,2020,50445,26087
i3,2023,60575,48758
i3,2020,64168,117327
i3,2015,63941,27649
i3,2023,47569,62679
i3,2010,63431,76572
i3,2016,42621,8835
i3,2010,73322,56980
i3,2017,59869,62450
i3,2021,79204,42585
i3,2017,54985,44440
i3,2011,61942,117429
i3,2015,79009,148460
i3,2022,62344,66059
i3,2018,38146,111206
i3,2012,67938,140336
i3,2014,70819,63390
i3,2022,48642,71227
i3,2011,34912,51338
i3,2017,66981,110938
i3,2021,79762,107308
i3,2013,51168,105447
i3,2016,62261,18949
i3,2019,74612,77683
i3,2013,60992,77757
i3,2010,51896,21365
i3,2018,39319,67161
i3,2020,70220,45605
i3,2020,56863,51286
i3,2016,61406,99893
i3,2018,62322,46368
i3,2010,59943,39846
i3,2023,41611,80153
i3,2016,46304,119836
i3,2015,71071,105003
i3,2018,49984,56846
i3,2020,32032,82734
i3,2019,39793,96169
i3,2011,39662,77253
i3,2015,46837,81737
i3,2021,54390,118944
i3,2012,50790,43641
i3,2023,75944,68743
i3,2013,30909,144544
i3,2012,78465,72519
i3,2022,35616,38379
i3,2013,50214,47400
i3,2021,61631,64137
i3,2022,30483,22133
i3,2012,50274,108571
i3,2016,73032,137589
i3,2015,47398,92408
i3,2016,54513,113140
i3,2021,40985,91640
i3,2020,72147,80481
i3,2018,63309,144238
i3,2014,61822,33793
i3,2016,45760,19266
i3,2011,49496,41921
i3,2010,69129,74860
i3,2011,58204,62256
i3,2023,46618,14630
i3,2022,36348,129496
i3,2020,74180,62966
i3,2010,62721,122057
i3,2017,74178,22238
i3,2021,71256,5000
i3,2013,54116,87969
i3,2015,76379,13594
i3,2019,43230,58684
i3,2014,54054,65647
i3,2010,57979,120269
i3,2014,78003,64746
i3,2010,79105,41310
i3,2019,58447,16181
i3,2015,69057,13964
i3,2012,49894,45376
i3,2019,66774,18616
i3,2015,75739,17420
i3,2011,71834,56489
i3,2020,79188,121264
i3,2019,68111,10144
i3,2014,59248,49107
i3,2019,31728,109521
i3,2020,38321,87437
i3,2019,46285,102886
i3,2022,53145,7830
i3,2012,35700,118610
i3,2015,41371,72920
i3,2023,55190,13586
i3,2022,64917,68468
i3,2012,44775,101679
i3,2012,60901,53589
i3,2016,44906,138924
i3,2015,52207,29452
i3,2016,65913,18921
i3,2023,48580,97427
i3,2018,36532,108815
i3,2018,34682,63010
i3,2010,71735,60694
i3,2021,63026,110003
i3,2014,69674,21531
i3,2013,70673,92003
i3,2023,78616,93703
i3,2011,67561,62559
i3,2010,32030,14615
i3,2019,37666,78269
i3,2011,75691,94454
i3,2021,40986,90851
i3,2019,76792,140009
i3,2012,69846,123875
i3,2016,50891,140613
i3,2012,76305,89369
i3,2011,50729,115648
i3,2012,77046,111729
i3,2015,43514,74914
i3,2014,33532,32052
i3,2016,54143,30425
i3,2022,58140,90807
i3,2014,59499,136559
i3,2019,76664,14439
i3,2021,70226,61168
i3,2017,45682,42559
i3,2018,66738,92919
i3,2023,73556,33762
i3,2010,51343,91036
i3,2013,45388,89979
i3,2022,54503,47954
i3,2022,49844,70112
i3,2011,54458,144499
i3,2018,65063,31244
i3,2019,54695,78545
i3,2013,78244,53867
i3,2010,71672,5578
i3,2013,73039,63864
i3,2010,72376,54063
i3,2017,70288,123391
i3,2017,47042,105652
i3,2022,33099,112916
i3,2010,46297,14593
i3,2019,78692,99855
i3,2012,63047,102048
i3,2018,66451,90801
i3,2012,52948,124029
i3,2020,63254,78479
i3,2023,64689,92854
i3,2020,79445,117624
i3,2012,30285,145329
i3,2022,75886,30999
i3,2023,61193,101218
i3,2019,58798,25975
i3,2019,61582,111890
i3,2014,35173,149912
i3,2021,76666,27999
i3,2012,47000,83834
i3,2018,42578,46662
i3,2022,33992,90636
i3,2013,47692,52343
i3,2023,50837,80916
i3,2013,58941,123928
i3,2011,36062,134285
i3,2011,37276,127727
i3,2018,70062,33788
i3,2021,66189,99133
i3,2012,33840,126971
i3,2017,75884,60329
i3,2016,57043,106779
i3,2017,69067,14915
i3,2021,50166,107108
i3,2017,70933,121031
i3,2011,69585,138833
i3,2017,56096,109863
i3,2023,56688,79699
i3,2016,30014,48539
i3,2013,56287,94659
i3,2018,32736,55758
i3,2018,37566,141709
i3,2020,61533,13240
i3,2021,76101,22230
i3,2017,45346,63274
i3,2018,30115,67872
i3,2013,53468,88166
i3,2012,49038,21656
i3,2017,75017,31874
i3,2023,37951,10516
i3,2010,41763,114882
i3,2016,41245,85296
i3,2017,56461,143895
i3,2020,48722,115339
i3,2012,60904,63025
i3,2012,74139,58914
i3,2020,41516,49496
i3,2018,40191,30791
i3,2021,53877,13010
i3,2014,54002,118955
i3,2017,71453,58728
i3,2011,69726,144669
i3,2012,32375,72561
i3,2019,70757,108126
i3,2021,47336,81057
i3,2020,63857,45668
i3,2023,78049,26493
i3,2023,62579,75221
i3,2015,53663,52032
i3,2023,49913,31165
i3,2016,37807,74147
i3,2013,68525,93041
i3,2013,68892,147762
i3,2010,33272,129342
i3,2011,59673,130335
i3,2017,60627,129271
i3,2018,76972,82810
i3,2015,59055,56034
i3,2010,55647,42675
i3,2017,48160,138661
i3,2016,49089,47240
i3,2013,51198,145511
i3,2013,52208,146731
i3,2011,37392,94371
i3,2022,31354,137314
i3,2015,36320,52793
i3,2017,55081,60008
i3,2012,76185,113234
i3,2019,72255,81903
i3,2014,35894,73661
i3,2011,36933,146630
i3,2013,37098,10088
i3,2021,36609,147470
i3,2020,60685,108353
i3,2022,35125,72302
i3,2021,56196,33539
i3,2020,57004,140785
i3,2022,62077,67211
i3,2015,49947,83727
i3,2015,40565,50842
i3,2011,34817,35069
i3,2020,69827,117815
i3,2016,41629,16750
i3,2012,38040,54179
i3,2016,63372,125016
i3,2012,62578,8618
i3,2016,79464,57943
i3,2010,63333,76394
i3,2023,30091,134263
i3,2022,67266,41023
i3,2016,42447,147902
i3,2010,62170,94720
i3,2011,36612,10837
i3,2020,60549,91333
i3,2019,72507,51372
i3,2016,41715,27091
i3,2015,73793,52665
i3,2016,77853,133657
i3,2011,47222,55322
i3,2015,37869,82297
i3,2020,69846,143347
i3,2021,50583,136001
i3,2010,52309,13236
i3,2020,32991,128934
i3,2016,30310,131973
i3,2017,36260,6786
i3,2019,43271,15771
i3,2018,75794,107522
i3,2021,31915,54496
i3,2016,71797,126883
i3,2015,70439,48584
i3,2017,37723,41806
i3,2011,49626,84681
i3,2021,78808,50192
i3,2010,34707,95602
i3,2023,34732,49856
i3,2020,54407,96819
i3,2011,56199,99914
i3,2021,43664,129127
i3,2023,42721,26260
i3,2023,76746,29867
i3,2019,74309,42879
i3,2011,64870,10097
i3,2021,47774,133362
i3,2011,38949,92144
i3,2015,55155,128519
i3,2011,39539,79743
i3,2012,48868,13636
i3,2020,46358,65285
i3,2015,78399,96962
i3,2013,72780,7185
i3,2022,54399,114506
i3,2010,57500,20089
i3,2021,36045,89846
i3,2020,38260,14807
i3,2022,42656,37609
i3,2019,59223,11377
i3,2020,53544,24165
i3,2020,43886,126586
i3,2021,41084,132720
i3,2014,39263,31259
i3,2021,76317,55805
i3,2020,75200,146365
i3,2011,62169,53277
i3,2020,51530,22127
i3,2011,73404,148203
i3,2017,58047,35089
i3,2017,46660,114952
i3,2010,53870,34561
i3,2015,53694,78320
i3,2013,64441,81619
i3,2022,54891,15607
i3,2018,31765,67673
i3,2023,64996,97578
i3,2012,67558,12257
i3,2014,69913,134387
i3,2022,74000,69366
i3,2012,62771,72520
i3,2016,78955,17510
i3,2018,78423,83756
i3,2022,49267,144840
i3,2021,62111,58945
i3,2023,53249,102728
i3,2020,74698,21936
i3,2012,30023,46836
i3,2021,68649,90282
i3,2018,74300,109481
i3,2010,65054,124467
i3,2023,41471,5115
i3,2010,32766,27792
i3,2014,79028,57510
i3,2013,31449,73037
i3,2021,38887,39958
i3,2011,44705,77168
i3,2013,49914,125912
i3,2012,40773,84720
i3,2020,58615,112138
i3,2020,79260,33571
i3,2023,61382,125953
i3,2017,33190,16990
i3,2010,52867,116503
i3,2014,75203,89209
i3,2021,66869,61986
i3,2017,58813,69639
i3,2012,76204,116779
i3,2018,52071,148880
i3,2014,37811,86638
i3,2020,58651,12358
i3,2014,58411,101157
i3,2019,37064,27155
i3,2012,75224,98812
i3,2015,39394,140172
i3,2020,45701,60089
i3,2012,79579,70143
i3,2010,51497,120704
i3,2022,74120,14145
i3,2017,65732,146676
i3,2022,62483,6926
i3,2017,47273,31857
i3,2013,73004,41647
i3,2014,38844,76653
i3,2020,51220,137652
i3,2019,35779,33548
i3,2015,56393,67980
i3,2016,65912,101771
i3,2010,46734,40294
i3,2016,32016,91418
i3,2011,72546,120139
i3,2022,30896,61248
i3,2016,61287,47062
i3,2013,79565,39411
i3,2018,36245,112106
i3,2018,42667,69454
i3,2019,33354,9181
i3,2016,53258,68065
i3,2019,39238,84916
i3,2015,54877,37198
