modelo,ano,preco,mileage
5 Series,2012,16620,37607
5 Series,2019,42778,85915
3 Series,2016,78977,69037
X1,2016,19715,127380
X1,2023,19563,116523
i3,2020,24884,89094
Z4,2010,56820,75568
3 Series,2022,51038,88498
i3,2023,15789,129623
5 Series,2019,67574,52256
X1,2010,48295,147466
5 Series,2010,26509,118366
Z4,2021,72830,144014
5 Series,2022,36390,29928
i3,2011,41930,9291
3 Series,2022,76141,99867
X1,2019,15938,144556
3 Series,2015,49910,135471
5 Series,2020,72645,115821
Z4,2020,48840,106921
i3,2023,36152,125997
Z4,2021,65413,11689
Z4,2023,54767,45731
Z4,2017,79849,56128
i3,2023,57261,84334
i3,2019,72086,45627
Z4,2017,50543,21565
i3,2011,40945,18320
X1,2011,54978,49917
X1,2021,36139,19116
X1,2010,27752,61115
X1,2012,22556,13874
3 Series,2014,77009,85022
3 Series,2019,34025,48823
Z4,2018,26946,41727
3 Series,2023,25307,14740
i3,2021,42388,101502
X1,2017,44854,30447
5 Series,2014,27423,31627
i3,2022,70100,128746
Z4,2011,40556,10446
X1,2019,28924,133910
i3,2013,30989,29983
X1,2018,72127,127426
i3,2020,58532,26720
3 Series,2016,70867,38289
5 Series,2010,77233,89679
i3,2022,59119,102728
i3,2017,77853,120980
Z4,2020,49838,14219
3 Series,2015,60926,134146
i3,2020,41566,66550
i3,2020,38799,142630
Z4,2013,53860,27534
i3,2010,15772,85277
Z4,2018,34384,134349
3 Series,2017,22619,124877
i3,2021,50286,84096
X1,2023,18118,79073
i3,2018,21263,62846
X1,2018,71136,41172
X1,2019,59331,18936
i3,2020,57341,149095
i3,2019,33506,128238
3 Series,2014,15428,89868
5 Series,2014,47189,10941
5 Series,2021,71385,74506
Z4,2010,33582,105555
3 Series,2014,16480,119668
5 Series,2014,41240,119596
5 Series,2013,16793,144848
X1,2017,26417,43129
i3,2016,75418,97608
5 Series,2014,29243,140988
3 Series,2016,25938,17534
3 Series,2020,76650,99740
5 Series,2016,59205,143930
X1,2015,63277,96534
i3,2012,50578,38046
Z4,2018,79967,64382
X1,2014,32710,39204
Z4,2014,78833,72152
Z4,2017,73666,115453
3 Series,2014,29664,136224
X1,2023,63672,41924
X1,2018,34663,27430
5 Series,2023,74524,146782
3 Series,2013,76037,142586
5 Series,2015,34574,54377
5 Series,2015,42340,119441
X1,2015,49809,64696
Z4,2020,58572,104710
i3,2016,38832,41806
X1,2017,60744,64367
5 Series,2012,77626,121921
i3,2018,49273,100673
i3,2015,27610,63962
Z4,2023,49182,121815
X1,2023,20094,111848
3 Series,2011,62436,38533
Z4,2018,52506,85856
i3,2020,42221,59906
X1,2020,51665,23133
X1,2019,18060,13577
X1,2020,30363,126876
3 Series,2013,64175,33058
3 Series,2011,28607,49323
Z4,2010,42063,74696
3 Series,2015,79323,53696
X1,2022,23413,104131
Z4,2011,47628,48332
i3,2011,53025,121062
5 Series,2017,59804,55028
X1,2017,53062,21974
Z4,2013,33122,132354
5 Series,2023,54110,35570
5 Series,2023,32094,43656
X1,2012,66058,93198
3 Series,2023,67213,124417
3 Series,2019,36702,48160
i3,2023,37639,114994
i3,2014,36924,39465
X1,2018,28795,44346
5 Series,2020,69171,47187
i3,2019,40294,121735
Z4,2015,72662,100298
3 Series,2012,38334,36511
i3,2023,75413,137781
X1,2021,41230,14329
i3,2018,39075,106386
3 Series,2021,49227,80538
i3,2021,46779,123504
i3,2019,31438,149807
3 Series,2023,21227,38285
X1,2019,39739,43581
i3,2012,77774,124688
5 Series,2020,15778,7710
X1,2010,21588,85837
X1,2020,39235,35497
i3,2013,15593,53644
3 Series,2018,43266,98290
i3,2016,46201,145250
i3,2012,77774,81625
Z4,2023,30707,97865
Z4,2010,55436,23684
X1,2014,17350,24400
i3,2021,20113,25978
Z4,2019,40947,143908
X1,2021,22550,116064
i3,2015,36484,25681
3 Series,2017,75081,82850
i3,2011,72190,103612
5 Series,2018,26532,8280
i3,2023,70463,102344
X1,2016,61233,18369
i3,2022,32856,80748
X1,2015,42365,17739
X1,2021,29673,34608
3 Series,2012,79085,30656
3 Series,2010,17807,11366
5 Series,2011,43046,11988
X1,2023,26538,87241
3 Series,2013,49500,81965
5 Series,2022,55704,21768
3 Series,2012,62025,51323
5 Series,2010,72500,27514
Z4,2010,55527,108755
X1,2015,53234,109762
3 Series,2023,48238,117776
i3,2019,38789,9836
i3,2014,72874,60206
X1,2011,69422,81667
Z4,2016,66684,22098
5 Series,2016,59605,26984
i3,2020,30120,126195
5 Series,2016,64898,133333
X1,2019,61841,18912
5 Series,2013,31216,46914
Z4,2023,20795,139349
3 Series,2012,64374,104629
5 Series,2011,61246,146276
i3,2010,17943,84970
X1,2016,59018,123011
Z4,2016,48560,49039
Z4,2016,76881,97093
3 Series,2014,78540,34799
Z4,2017,28243,87184
X1,2020,67912,79852
i3,2022,16092,55221
5 Series,2017,38552,146323
X1,2014,47147,84220
Z4,2013,39151,30233
i3,2013,28404,23320
i3,2021,64193,93067
Z4,2012,23764,92706
Z4,2016,35580,7937
5 Series,2023,18348,9032
X1,2013,29209,135869
i3,2015,66548,89308
X1,2014,29012,32593
5 Series,2019,19134,148059
Z4,2014,73182,74561
i3,2021,60402,44244
5 Series,2021,17157,29727
Z4,2012,27882,77330
3 Series,2014,73343,123195
Z4,2021,15000,95744
5 Series,2013,60732,115555
5 Series,2017,21468,92043
3 Series,2011,42983,101138
3 Series,2023,41473,69307
X1,2018,37700,55889
5 Series,2018,46683,123282
i3,2015,50266,43358
5 Series,2011,57630,8266
Z4,2012,34170,144635
3 Series,2013,69816,42287
3 Series,2015,20750,16714
X1,2021,75746,10978
X1,2020,22639,67441
X1,2010,22691,36312
5 Series,2022,66379,95060
i3,2011,63633,125907
5 Series,2011,49093,114741
5 Series,2010,15804,144467
X1,2017,78702,12938
X1,2011,26346,16504
Z4,2020,49065,109368
3 Series,2018,62441,32581
5 Series,2016,32471,131995
i3,2022,15972,37414
i3,2020,44559,10983
Z4,2015,54502,70397
Z4,2014,45461,95194
i3,2020,39913,103769
5 Series,2017,45681,25481
X1,2017,63392,89161
Z4,2010,73545,66215
X1,2013,61823,79722
i3,2018,30473,142718
5 Series,2017,65826,20560
i3,2023,26567,54006
X1,2011,74152,24262
3 Series,2013,22170,89343
X1,2022,66269,109324
X1,2012,29527,144671
3 Series,2023,77100,143416
Z4,2017,40298,101461
3 Series,2023,69418,49774
5 Series,2017,71369,112290
i3,2015,78101,64749
X1,2010,63845,99893
X1,2013,24311,15385
3 Series,2013,73327,131616
5 Series,2018,42607,12905
3 Series,2013,69815,39621
3 Series,2021,20535,44190
5 Series,2023,37089,8653
3 Series,2017,57659,149994
3 Series,2021,49344,108807
i3,2018,78912,96291
Z4,2017,59112,103982
3 Series,2021,18760,119073
Z4,2023,42787,86748
Z4,2013,22086,100111
i3,2020,17965,49234
X1,2019,40465,61943
X1,2010,34519,21792
5 Series,2013,74664,80265
3 Series,2023,33018,138285
i3,2013,77373,59025
5 Series,2011,74305,6546
3 Series,2013,79333,74188
X1,2016,24788,56904
3 Series,2011,67787,127177
Z4,2021,45572,149757
3 Series,2018,39237,134329
5 Series,2017,73688,75324
3 Series,2022,38099,66212
i3,2011,25464,107251
3 Series,2019,59977,108917
i3,2019,58821,146351
3 Series,2012,33958,71875
Z4,2018,50673,132727
Z4,2016,45867,11374
3 Series,2020,32893,55639
i3,2016,37444,119044
5 Series,2014,78978,145480
X1,2020,39890,24606
5 Series,2010,68212,130012
Z4,2019,17005,128984
3 Series,2014,53699,32005
3 Series,2015,27732,48935
X1,2022,71814,82065
i3,2021,59188,47455
i3,2022,58387,43491
X1,2020,45089,119719
X1,2022,31652,130037
Z4,2021,51338,81215
3 Series,2010,49415,139278
5 Series,2020,79781,110965
i3,2019,41510,145391
3 Series,2016,54317,50618
X1,2022,48855,103180
3 Series,2018,61781,5145
5 Series,2021,20028,47161
X1,2014,57081,97838
5 Series,2017,41492,143488
Z4,2014,25717,35287
X1,2016,35943,138787
X1,2023,69617,116472
X1,2021,27024,25864
Z4,2023,56441,108582
3 Series,2022,19756,63088
X1,2013,77011,123063
3 Series,2010,75966,45708
Z4,2022,47069,126332
X1,2013,40927,36437
3 Series,2020,33443,54770
5 Series,2023,32097,119262
5 Series,2017,60574,42088
5 Series,2014,40582,56131
5 Series,2018,53545,102076
Z4,2019,18448,60824
5 Series,2016,74739,107918
5 Series,2022,58700,61508
5 Series,2013,22153,30584
X1,2012,48793,102782
5 Series,2021,48655,106744
Z4,2019,70943,101242
Z4,2012,28478,110738
3 Series,2010,61655,82451
5 Series,2021,47058,118072
5 Series,2015,51987,96699
i3,2020,27184,145798
X1,2019,34664,13427
i3,2012,43364,124883
5 Series,2023,24630,5678
i3,2022,72775,82401
X1,2013,51251,72216
Z4,2021,72499,25034
Z4,2020,77397,6962
5 Series,2023,63243,138945
Z4,2023,38516,60834
X1,2016,64466,7246
5 Series,2020,53086,69612
X1,2012,55768,115644
3 Series,2023,78953,8126
X1,2023,66727,51862
3 Series,2014,58466,64433
Z4,2023,43955,108283
5 Series,2014,76893,142585
5 Series,2017,66540,119394
Z4,2010,34869,58060
i3,2014,27662,31366
i3,2014,72304,80308
i3,2011,19397,26838
i3,2017,64251,47724
5 Series,2018,24374,127129
i3,2023,41846,61439
5 Series,2012,62499,87538
3 Series,2021,23181,136286
i3,2017,52644,8221
X1,2018,29955,142048
X1,2019,66946,37651
X1,2015,52698,83518
5 Series,2019,39997,93653
5 Series,2011,33964,15855
i3,2010,49793,55730
i3,2012,47979,105840
X1,2015,68148,149109
3 Series,2018,43037,7011
5 Series,2019,76321,71408
X1,2019,25254,12539
Z4,2019,49733,124899
i3,2012,30283,43915
Z4,2013,70030,75651
5 Series,2017,34181,62500
5 Series,2018,31306,145741
5 Series,2018,75345,70241
Z4,2015,19042,83165
X1,2014,16119,37995
3 Series,2018,22359,22668
Z4,2019,72009,130121
3 Series,2016,62498,67636
i3,2020,67456,76818
i3,2018,35217,23192
Z4,2022,67097,140111
Z4,2022,27943,34822
3 Series,2019,78961,111789
i3,2012,53191,112897
X1,2020,68855,58507
5 Series,2022,36334,108182
3 Series,2010,63185,95952
Z4,2018,25406,23576
3 Series,2020,25030,21607
3 Series,2015,16068,127162
i3,2019,69183,137986
i3,2016,79838,60824
3 Series,2013,68129,142769
5 Series,2014,46010,120231
Z4,2015,40432,14316
i3,2012,42753,79391
Z4,2022,54698,99220
Z4,2014,68080,16689
X1,2019,32599,94484
X1,2010,17690,134739
X1,2016,16557,140230
Z4,2016,64277,68555
i3,2021,79756,7614
i3,2012,50696,18820
X1,2021,73303,47257
3 Series,2023,39488,130926
i3,2017,69613,92521
i3,2014,44999,98750
5 Series,2010,51931,112887
5 Series,2010,61032,142743
5 Series,2021,46010,95113
Z4,2013,43717,79295
X1,2020,73638,26910
X1,2016,44297,127965
Z4,2014,75317,56161
X1,2020,30229,59474
3 Series,2016,62101,93377
i3,2010,59473,144723
X1,2013,46012,146225
i3,2023,47750,6869
X1,2012,59481,28653
X1,2022,60979,121490
i3,2011,61710,136000
Z4,2010,67801,138220
5 Series,2019,68888,124723
3 Series,2013,57463,131741
5 Series,2011,35373,66917
5 Series,2020,53513,71836
Z4,2012,76062,113603
3 Series,2014,26712,42059
5 Series,2013,40535,122749
X1,2014,43395,123463
Z4,2014,49291,30307
5 Series,2019,75471,65839
i3,2016,19378,132899
Z4,2010,70797,75773
3 Series,2012,16548,123334
Z4,2011,30512,24662
i3,2014,24835,7692
i3,2013,73443,11068
i3,2018,66985,60502
X1,2017,30889,26148
X1,2011,30565,43418
5 Series,2020,46865,56723
i3,2011,18872,130191
3 Series,2010,42414,50596
3 Series,2019,61651,72272
X1,2019,66131,31044
Z4,2011,16645,20365
i3,2021,42005,98808
5 Series,2013,57197,111039
X1,2011,32894,102953
3 Series,2017,69754,139419
3 Series,2014,54354,114960
X1,2016,65123,130377
5 Series,2019,31310,15646
i3,2018,51699,25797
Z4,2017,60440,14581
Z4,2017,66423,68729
3 Series,2023,77425,91481
X1,2018,34365,29608
5 Series,2018,56395,88247
Z4,2012,78384,26685
Z4,2010,25449,37982
X1,2016,23489,117980
X1,2021,44060,138577
i3,2012,65290,42640
Z4,2012,40765,17049
X1,2014,53611,20862
5 Series,2022,32216,16402
Z4,2014,65647,24988
5 Series,2014,74132,25770
3 Series,2018,66046,63066
5 Series,2013,73968,68036
3 Series,2015,50495,121403
3 Series,2022,32579,59079
3 Series,2016,74353,72499
X1,2020,39782,43914
Z4,2021,28272,104475
X1,2013,67781,76897
i3,2011,70377,18387
X1,2018,18556,84859
Z4,2014,68127,29339
3 Series,2010,58503,123144
X1,2016,39246,89550
X1,2010,55694,94772
X1,2020,73442,26166
X1,2017,76176,100788
Z4,2020,76912,55901
i3,2013,41268,84115
Z4,2020,61530,64024
i3,2010,27298,120028
3 Series,2019,30340,5907
5 Series,2021,20927,115083
X1,2021,29500,136421
5 Series,2021,35112,87486
Z4,2011,69264,91898
5 Series,2016,38121,21428
X1,2010,32843,142815
3 Series,2015,53740,65916
i3,2012,57497,33767
Z4,2013,54164,21238
X1,2012,56879,115553
Z4,2014,59592,71356
X1,2013,43042,140393
X1,2015,33740,35722
5 Series,2010,52281,107187
3 Series,2018,79113,117750
i3,2018,66749,108448
3 Series,2019,20593,146979
X1,2021,34673,135172
Z4,2014,72350,135904
Z4,2023,47428,31866
X1,2017,61919,44258
i3,2012,65522,51447
Z4,2014,36101,138662
3 Series,2014,51293,17174
X1,2019,31035,78597
5 Series,2012,16865,109036
i3,2019,36097,64151
X1,2019,67030,110576
Z4,2021,57896,90058
X1,2018,15099,101086
i3,2017,21215,101394
i3,2017,52063,115342
i3,2012,74464,145052
i3,2023,68179,78417
i3,2022,77345,38496
Z4,2020,68864,111817
3 Series,2012,56917,24169
5 Series,2023,23708,74902
X1,2012,48463,116861
3 Series,2018,75117,9696
i3,2010,58532,110227
i3,2023,55133,37969
i3,2018,38480,99276
X1,2023,41679,94315
3 Series,2023,25425,57196
Z4,2016,47257,24371
5 Series,2010,41932,78123
5 Series,2018,20918,116864
5 Series,2014,68679,32824
Z4,2014,30548,18720
X1,2021,42773,31839
X1,2018,67549,112422
Z4,2019,15617,121941
Z4,2021,37782,140987
Z4,2021,73496,86875
3 Series,2022,35782,135343
5 Series,2022,45383,80669
3 Series,2012,18778,122615
i3,2010,18933,127440
3 Series,2011,61450,93390
5 Series,2016,21690,20703
3 Series,2010,41327,144109
3 Series,2012,37446,55741
i3,2012,64099,45478
5 Series,2011,54016,83305
5 Series,2020,58560,101272
i3,2022,42096,112576
X1,2015,70769,43361
3 Series,2013,19377,101607
X1,2015,38258,109317
3 Series,2014,78994,139089
5 Series,2022,68142,39293
Z4,2010,75304,40960
X1,2016,71072,142531
5 Series,2011,64033,140450
3 Series,2015,70165,133351
5 Series,2019,60820,85179
i3,2022,64672,5767
3 Series,2013,69933,17943
Z4,2016,24753,49186
X1,2016,31015,9300
Z4,2015,72288,37223
X1,2016,68545,65338
Z4,2017,48606,67378
3 Series,2017,56252,10384
i3,2020,61869,50435
5 Series,2011,44059,78603
i3,2010,40602,140328
Z4,2020,37931,75721
5 Series,2013,57157,120196
5 Series,2013,61574,53839
i3,2018,25605,90965
X1,2011,53526,136058
Z4,2021,27917,49125
i3,2020,21132,138780
3 Series,2018,53057,106299
5 Series,2019,59611,29312
i3,2015,71035,6461
3 Series,2023,45051,25259
i3,2019,77135,54284
i3,2013,19255,44896
Z4,2012,79724,72728
i3,2021,45858,12025
X1,2020,35336,49205
5 Series,2013,68510,140319
X1,2020,25916,33507
3 Series,2022,48217,24018
5 Series,2021,25862,6953
5 Series,2019,41361,98719
i3,2013,69952,41708
3 Series,2021,33350,76661
3 Series,2017,75572,40926
3 Series,2014,74756,27676
3 Series,2021,50348,5828
X1,2020,52279,57096
Z4,2017,58781,116893
Z4,2022,63575,68549
i3,2011,63765,84697
3 Series,2023,50445,43702
i3,2012,63491,93036
i3,2019,25486,48198
X1,2016,72878,144251
Z4,2019,55111,88519
3 Series,2020,39126,80559
Z4,2012,25918,20925
i3,2014,54294,125692
Z4,2023,61666,33968
X1,2020,42573,38648
5 Series,2013,42978,26522
X1,2017,35969,131873
5 Series,2010,21116,85981
5 Series,2012,40194,91336
i3,2014,18972,139794
5 Series,2015,49222,9768
5 Series,2021,36218,119218
5 Series,2014,68665,107469
X1,2018,17876,18082
Z4,2019,64963,59420
3 Series,2016,71485,86032
3 Series,2023,72262,130954
Z4,2016,41405,17559
5 Series,2022,53905,120719
3 Series,2019,67775,83226
5 Series,2017,41584,129979
i3,2019,75837,5688
Z4,2010,33204,56269
Z4,2017,48336,128246
Z4,2022,32958,84852
i3,2011,68479,114262
5 Series,2015,50847,146863
5 Series,2020,16145,119724
i3,2023,18096,111046
Z4,2020,33125,7216
3 Series,2016,30816,45491
3 Series,2018,46418,9880
X1,2023,28495,97263
i3,2010,61172,80239
X1,2016,33153,71125
3 Series,2016,54919,9388
X1,2018,33373,37930
5 Series,2014,36681,36775
i3,2018,40944,86598
X1,2022,36346,131564
3 Series,2013,67325,43769
3 Series,2013,29343,131427
Z4,2017,47180,60589
3 Series,2019,76174,18087
Z4,2017,41997,78748
X1,2012,20006,121276
X1,2011,74515,92026
i3,2013,24498,43064
i3,2011,48692,26182
X1,2014,73431,36124
5 Series,2021,32676,49545
5 Series,2013,69971,124639
X1,2015,40581,75827
3 Series,2012,49293,89004
5 Series,2018,34889,83834
3 Series,2010,39970,23087
3 Series,2014,58034,66865
3 Series,2018,24079,54092
i3,2015,43857,32805
5 Series,2016,21877,88589
X1,2022,19877,107565
X1,2018,17970,121735
3 Series,2011,45123,75789
X1,2013,76569,116170
Z4,2022,71836,74834
Z4,2013,75524,30850
X1,2010,52003,99607
X1,2010,22437,36218
X1,2023,37383,25612
Z4,2010,63325,46075
3 Series,2013,36867,33991
i3,2017,38511,19677
3 Series,2010,79343,113037
5 Series,2012,64056,43736
i3,2020,37066,96632
5 Series,2014,63843,36926
5 Series,2016,48623,138227
X1,2022,46691,10086
X1,2012,69986,94145
Z4,2019,26317,7113
i3,2015,68374,63833
3 Series,2020,60623,78536
Z4,2018,51177,81341
5 Series,2011,36907,29565
5 Series,2022,31921,88843
X1,2014,58343,70755
Z4,2012,63884,63417
3 Series,2022,62849,25098
i3,2017,45359,71811
X1,2019,41044,126757
3 Series,2021,17410,76115
i3,2010,76937,106258
5 Series,2019,65705,25766
3 Series,2013,48774,80847
Z4,2019,18586,87197
3 Series,2010,37255,123883
i3,2012,32435,72010
3 Series,2023,56520,48983
3 Series,2013,68815,21512
i3,2013,67987,97798
3 Series,2020,61825,96728
3 Series,2010,55025,146869
5 Series,2020,45856,145126
X1,2021,22953,50763
i3,2023,66339,49331
i3,2022,42062,122926
5 Series,2023,29839,35408
i3,2020,29890,125706
X1,2018,36355,130816
X1,2014,72297,115648
3 Series,2018,54437,115855
X1,2020,54439,7661
i3,2017,35789,34797
3 Series,2015,36836,87642
i3,2011,55527,132014
5 Series,2012,44185,101430
3 Series,2015,48075,119004
3 Series,2017,46335,89479
3 Series,2017,57861,38060
X1,2013,28672,97450
5 Series,2012,55213,60263
X1,2016,53577,37118
5 Series,2012,16507,69368
i3,2019,40906,34346
5 Series,2014,30217,61362
X1,2019,77041,30830
5 Series,2014,19356,81080
5 Series,2012,52230,101926
Z4,2022,51127,101217
Z4,2014,56118,93831
X1,2013,63385,7853
5 Series,2019,24055,102053
Z4,2019,63586,8267
5 Series,2013,63425,47310
Z4,2014,39083,43262
Z4,2018,65466,97727
5 Series,2023,66041,105010
i3,2016,59350,30532
i3,2020,20261,125202
3 Series,2017,79786,81905
Z4,2012,78186,136107
Z4,2014,41478,148145
3 Series,2018,36860,87849
i3,2013,72500,114272
5 Series,2018,51069,46664
3 Series,2012,26271,116847
i3,2021,33967,5731
i3,2018,46535,30415
5 Series,2012,59768,113021
i3,2022,20098,83856
X1,2013,28851,142096
Z4,2017,15903,28239
i3,2013,19754,112433
i3,2013,77828,19946
X1,2015,25490,37076
Z4,2021,72157,84571
X1,2022,32438,92963
X1,2010,78383,85177
Z4,2014,29317,103945
X1,2014,47118,121780
i3,2020,23499,89023
i3,2011,19965,90990
3 Series,2023,64814,149798
Z4,2017,52253,138103
Z4,2021,72950,107250
Z4,2011,31240,143932
3 Series,2021,67001,6778
3 Series,2013,42872,115488
X1,2018,29392,43059
5 Series,2013,33692,76689
i3,2021,57556,5105
X1,2016,48700,61432
Z4,2022,55708,23160
5 Series,2015,22909,104173
Z4,2016,36726,70853
X1,2019,18598,132563
3 Series,2010,16528,101668
i3,2022,72520,102901
5 Series,2015,35710,117807
3 Series,2021,58824,42241
5 Series,2022,31659,11956
Z4,2016,40482,52740
X1,2019,48764,101184
Z4,2010,39056,129513
X1,2017,46029,136218
5 Series,2014,20293,24123
i3,2022,46159,67920
3 Series,2015,58003,44088
X1,2013,39779,131549
i3,2015,35868,94412
X1,2014,45532,114599
Z4,2014,35201,15104
i3,2018,50617,146980
Z4,2011,73786,85873
X1,2012,29355,149438
3 Series,2021,56313,131781
X1,2014,67965,75843
X1,2012,64714,49068
X1,2010,53360,6975
X1,2015,18822,24021
i3,2017,23410,79343
3 Series,2014,71263,24875
X1,2010,59495,29256
3 Series,2018,67256,90144
3 Series,2010,53256,68518
3 Series,2016,31428,92788
i3,2018,62161,31154
5 Series,2014,72578,131292
i3,2017,56714,63106
3 Series,2017,16321,68656
3 Series,2017,49101,44925
3 Series,2017,24487,40482
i3,2012,68786,133577
3 Series,2010,43311,149393
3 Series,2011,70172,74656
5 Series,2013,20109,22690
Z4,2012,18342,66299
5 Series,2021,16599,6533
3 Series,2011,37141,36395
Z4,2010,67223,129683
Z4,2021,32315,52550
5 Series,2016,51525,129423
3 Series,2011,57766,106050
5 Series,2016,47602,6133
3 Series,2015,58650,119458
Z4,2013,69006,58947
Z4,2011,27275,28255
3 Series,2022,68688,115333
i3,2023,35124,71802
i3,2015,30255,113191
Z4,2011,41570,42708
3 Series,2011,65591,81010
5 Series,2015,77074,148276
5 Series,2016,40748,114918
5 Series,2014,63607,76545
Z4,2018,69988,100977
Z4,2013,65542,37636
5 Series,2012,51409,61138
5 Series,2014,23318,69899
i3,2010,37314,37855
X1,2010,71552,124441
i3,2017,54024,78846
5 Series,2021,64826,108201
5 Series,2022,37279,63865
i3,2023,79882,146463
Z4,2018,47192,133999
Z4,2013,41751,147855
i3,2011,34630,75214
i3,2011,23068,43263
Z4,2011,19338,75613
Z4,2022,69122,130532
3 Series,2020,19086,24079
Z4,2013,53269,147444
Z4,2015,19539,43566
i3,2018,60643,117504
3 Series,2014,19742,99128
5 Series,2021,79530,34883
Z4,2012,54389,29471
i3,2018,32684,105463
Z4,2021,30290,50366
X1,2017,45522,52588
5 Series,2011,42905,95092
Z4,2022,45666,103831
3 Series,2014,21525,64914
Z4,2019,15335,115773
Z4,2015,55724,97734
Z4,2014,20762,144721
5 Series,2020,25651,35155
5 Series,2014,55935,136889
i3,2023,34837,106299
X1,2023,52512,117875
Z4,2014,54135,141163
3 Series,2017,69512,141886
3 Series,2014,67212,57651
X1,2018,71926,117129
i3,2022,46432,113771
X1,2023,46258,115959
3 Series,2011,52100,131611
i3,2019,15996,46859
X1,2017,72390,35730
Z4,2021,53794,44206
5 Series,2021,18628,71209
5 Series,2023,26527,19576
5 Series,2018,24202,141611
Z4,2018,74360,92689
Z4,2011,17396,121139
3 Series,2023,45639,87627
5 Series,2014,17256,85426
5 Series,2010,68796,31230
5 Series,2019,44447,39820
5 Series,2021,25972,6372
3 Series,2016,27860,71975
i3,2022,40330,146424
3 Series,2018,25100,69023
X1,2017,71734,6231
3 Series,2022,45176,88410
X1,2013,59339,96313
5 Series,2010,30846,54553
5 Series,2020,18009,117011
3 Series,2015,66767,87347
5 Series,2020,59622,120692
5 Series,2012,52714,123128
i3,2017,66230,124607
3 Series,2023,74076,41963
i3,2012,22594,97970
5 Series,2014,46114,105834
i3,2019,61622,13199
Z4,2011,49852,13363
3 Series,2013,37374,92627
X1,2013,36999,34873
Z4,2015,22524,66487
3 Series,2015,51225,20704
X1,2010,58235,117824
Z4,2021,73253,27692
5 Series,2019,28687,40913
X1,2019,74519,15325
5 Series,2018,33093,86395
i3,2016,61075,80898
X1,2012,48101,93544
5 Series,2010,57220,48487
Z4,2012,44874,127431
3 Series,2011,55350,102773
X1,2014,42706,99951
5 Series,2013,38805,70825
5 Series,2021,15956,92953
i3,2011,37419,139053
i3,2015,30755,71664
X1,2023,24159,142845
X1,2012,21436,123654
5 Series,2010,47204,51125
3 Series,2017,53985,68096
5 Series,2019,39910,46319
i3,2010,27362,148850
5 Series,2015,18262,81672
3 Series,2020,58975,7691
X1,2022,70821,11182
5 Series,2010,16169,6786
X1,2020,54065,125559
5 Series,2021,27036,40287
5 Series,2023,40934,63424
X1,2020,70056,30202
5 Series,2021,17816,76471
3 Series,2018,79696,37110
X1,2022,46340,5067
Z4,2016,34491,29614
5 Series,2011,42580,26572
X1,2016,59125,137659
5 Series,2017,68557,113400
3 Series,2023,22462,143787
5 Series,2019,28999,120275
i3,2023,15909,69825
i3,2012,19595,82229
Z4,2012,63870,111672
5 Series,2021,38510,35369
3 Series,2017,51906,108445
X1,2023,34830,82930
3 Series,2016,21263,143788
3 Series,2021,21372,81068
X1,2012,43653,108321
Z4,2019,27453,113091
3 Series,2011,62435,65289
3 Series,2020,68115,111257
X1,2010,69989,112905
5 Series,2021,48433,33692
X1,2021,20529,139986
X1,2023,47967,48219
3 Series,2021,59610,38947
Z4,2015,16294,79601
5 Series,2015,79024,40385
Z4,2020,38692,50049
X1,2010,55968,15879
X1,2023,63312,17915
X1,2021,51534,75732
X1,2014,62872,91820
X1,2017,62114,66578
3 Series,2019,63797,63874
3 Series,2023,39160,115926
Z4,2023,79735,128782
i3,2021,66081,54677
3 Series,2012,21968,115594
Z4,2010,48947,41825
3 Series,2015,51329,106353
5 Series,2013,63607,139809
i3,2020,22642,93119
5 Series,2011,43784,90929
5 Series,2017,37609,6980
3 Series,2012,47857,84414
5 Series,2016,69574,38906
3 Series,2013,79599,56639
i3,2020,73204,84781
Z4,2020,76903,84761
3 Series,2021,42520,92032
Z4,2021,19951,44920
i3,2013,41378,82981
5 Series,2018,63069,116936
5 Series,2020,15095,147528
X1,2013,74209,130968
i3,2021,30775,49338
i3,2011,36719,73595
X1,2023,57651,87473
Z4,2020,76366,58404
5 Series,2015,23946,81255
i3,2010,33592,137872
X1,2016,46015,80245
3 Series,2023,50616,78095
Z4,2012,49801,31147
5 Series,2013,71486,25283
Z4,2018,32695,45661
3 Series,2019,50634,71341
X1,2020,19087,127917
5 Series,2022,54566,147673
3 Series,2017,37507,23488
5 Series,2016,45509,30944
i3,2017,21094,91001
i3,2022,19234,148493
i3,2022,58381,114317
Z4,2018,44250,88961
Z4,2010,15786,15456
3 Series,2018,50220,5672
3 Series,2019,56811,74240
i3,2011,16656,77622
i3,2020,29480,34518
Z4,2010,44074,98811
Z4,2015,35341,5812
Z4,2012,72545,36096
3 Series,2010,52802,39228
5 Series,2014,22754,22465
X1,2018,40094,48497
5 Series,2012,45113,58183
X1,2018,43574,106806
i3,2018,43015,87832
Z4,2011,49787,9870
3 Series,2016,43702,55968
5 Series,2015,35055,88892
X1,2013,51517,118668
X1,2014,64938,18280
i3,2010,30474,59926
i3,2013,19719,5395
3 Series,2020,68366,51900
Z4,2013,16947,59353
X1,2010,60520,145155
5 Series,2019,34540,59124
Z4,2020,27270,144018
X1,2020,44184,62631
X1,2011,71787,107132
5 Series,2011,69320,94178
Z4,2018,25513,80919
3 Series,2019,56700,83246
i3,2017,41598,39748
5 Series,2012,33825,6915
5 Series,2016,32120,61691
i3,2013,18503,96009
i3,2012,33681,111750
